hockeyRef,team,pos,stats/gp,stats/goals,stats/assists,stats/pim,stats/plusMinus,stats/ppg,stats/shg,stats/gwg,stats/how,stats/fol,stats/shots,stats/blocks,stats/hits,stats/toi,stats/take,stats/give,stats/wins,stats/losses,stats/ties,stats/ga,stats/sa,stats/so
mcdavco01,EDM,C,61,35,68,24,11,10,1,2,327,362,228,23,30,1404,22,91,,,,,,
mackina01,COL,C,58,41,58,18,53,8,0,5,542,511,266,30,46,1288,16,126,,,,,,
kucheni01,TBL,RW,54,31,64,38,32,6,0,5,0,2,164,25,24,1104,15,90,,,,,,
draisle01,EDM,C,58,31,54,24,12,15,1,2,561,430,170,14,27,1272,24,92,,,,,,
celebma01,SJS,F,58,29,54,32,8,5,0,4,450,456,202,37,31,1229,33,94,,,,,,
kapriki01,MIN,LW,61,34,40,20,8,15,0,4,0,2,215,20,37,1364,18,89,,,,,,
pastrda01,BOS,RW,54,22,50,40,0,9,0,4,1,4,187,23,63,1105,20,99,,,,,,
necasma01,COL,C,56,26,45,28,41,6,0,0,9,11,138,21,63,1177,15,92,,,,,,
roberja01,DAL,LW,60,34,36,22,21,12,0,6,0,2,214,23,39,1197,17,79,,,,,,
scheima01,WPG,C,59,27,43,22,0,7,0,4,427,504,120,32,23,1253,18,81,,,,,,
boldyma01,MIN,LW,57,35,34,26,16,9,4,3,45,54,191,38,42,1186,26,65,,,,,,
bouchev01,EDM,D,61,17,52,24,14,6,0,3,0,0,168,81,24,1499,30,89,,,,,,
rantami01,DAL,RW,54,20,49,87,2,5,0,1,32,32,126,27,38,1091,18,66,,,,,,
eicheja01,VEG,C,52,21,47,10,14,0,0,5,403,443,188,32,31,1103,23,95,,,,,,
suzukni01,MTL,C,59,19,49,10,28,10,1,1,507,521,127,49,48,1223,20,51,,,,,,
connoky01,WPG,LW,59,27,40,16,-3,3,2,1,0,0,194,10,15,1255,12,52,,,,,,
werenza01,CBJ,D,54,20,45,12,8,3,0,2,0,0,195,68,24,1427,26,88,,,,,,
